Year,Month,Median montly series
1840,5,83.4
1840,6,68.7
1840,7,86.2
1840,8,100.8
1840,9,77.9
1840,10,48.6
1840,11,121.0
1840,12,83.4
1841,1,66.5
1841,2,69.7
1841,3,90.5
1841,4,52.0
1841,5,64.5
1841,6,67.6
1841,7,81.1
1841,8,108.1
1841,9,93.6
1841,10,138.3
1841,11,104.0
1841,12,104.0
1842,1,89.2
1842,2,95.2
1842,3,93.2
1842,4,16.8
1842,5,98.1
1842,6,60.5
1842,7,105.1
1842,8,50.5
1842,9,93.2
1842,10,57.5
1842,11,157.6
1842,12,74.3
1843,1,81.8
1843,2,53.2
1843,3,61.1
1843,4,102.5
1843,5,116.3
1843,6,76.9
1843,7,77.9
1843,8,97.6
1843,9,46.3
1843,10,125.2
1843,11,104.5
1843,12,42.4
1844,1,70.9
1844,2,104.0
1844,3,79.4
1844,4,38.8
1844,5,7.6
1844,6,73.8
1844,7,75.7
1844,8,106.9
1844,9,68.1
1844,10,142.8
1844,11,115.4
1844,12,62.4
1845,1,140.5
1845,2,46.5
1845,3,50.8
1845,4,65.9
1845,5,46.5
1845,6,105.9
1845,7,117.8
1845,8,78.9
1845,9,65.9
1845,10,123.2
1845,11,135.1
1845,12,103.8
1846,1,125.5
1846,2,61.5
1846,3,111.3
1846,4,134.9
1846,5,61.5
1846,6,54.4
1846,7,98.2
1846,8,136.1
1846,9,79.3
1846,10,156.2
1846,11,120.7
1846,12,43.8
1847,1,113.2
1847,2,67.9
1847,3,54.5
1847,4,88.5
1847,5,111.1
1847,6,47.3
1847,7,39.1
1847,8,48.4
1847,9,66.9
1847,10,86.4
1847,11,113.2
1847,12,192.4
1848,1,79.4
1848,2,144.7
1848,3,93.7
1848,4,97.2
1848,5,37.9
1848,6,98.4
1848,7,88.9
1848,8,170.7
1848,9,77.1
1848,10,119.8
1848,11,64.0
1848,12,113.8
1849,1,114.5
1849,2,45.4
1849,3,37.8
1849,4,103.7
1849,5,82.1
1849,6,19.4
1849,7,86.4
1849,8,103.7
1849,9,142.5
1849,10,130.7
1849,11,93.9
1849,12,119.9
1850,1,113.5
1850,2,86.4
1850,3,38.6
1850,4,138.3
1850,5,59.7
1850,6,54.5
1850,7,103.4
1850,8,76.3
1850,9,70.5
1850,10,62.7
1850,11,113.1
1850,12,104.0
1851,1,195.0
1851,2,55.2
1851,3,79.9
1851,4,54.7
1851,5,45.0
1851,6,101.5
1851,7,90.3
1851,8,96.6
1851,9,49.4
1851,10,113.4
1851,11,45.4
1851,12,68.8
1852,1,161.4
1852,2,92.4
1852,3,44.6
1852,4,44.4
1852,5,70.2
1852,6,179.4
1852,7,68.6
1852,8,110.1
1852,9,57.3
1852,10,88.7
1852,11,223.2
1852,12,208.2
1853,1,144.7
1853,2,43.0
1853,3,83.5
1853,4,75.3
1853,5,33.2
1853,6,77.5
1853,7,100.5
1853,8,82.9
1853,9,60.2
1853,10,185.1
1853,11,106.0
1853,12,48.4
1854,1,138.6
1854,2,36.0
1854,3,37.3
1854,4,18.8
1854,5,100.0
1854,6,110.4
1854,7,102.6
1854,8,60.5
1854,9,47.8
1854,10,77.8
1854,11,74.6
1854,12,94.9
1855,1,16.5
1855,2,59.1
1855,3,86.0
1855,4,36.7
1855,5,79.8
1855,6,68.2
1855,7,84.1
1855,8,105.0
1855,9,50.7
1855,10,103.2
1855,11,49.2
1855,12,87.4
1856,1,111.6
1856,2,82.0
1856,3,35.9
1856,4,76.2
1856,5,124.1
1856,6,59.6
1856,7,44.7
1856,8,87.7
1856,9,91.7
1856,10,82.4
1856,11,39.3
1856,12,115.3
1857,1,97.2
1857,2,56.7
1857,3,98.3
1857,4,118.7
1857,5,53.8
1857,6,81.7
1857,7,59.4
1857,8,66.4
1857,9,90.6
1857,10,80.4
1857,11,95.7
1857,12,64.4
1858,1,61.4
1858,2,69.7
1858,3,51.7
1858,4,143.5
1858,5,86.4
1858,6,43.0
1858,7,83.0
1858,8,69.5
1858,9,85.3
1858,10,83.2
1858,11,68.6
1858,12,141.1
1859,1,89.8
1859,2,51.0
1859,3,90.1
1859,4,106.9
1859,5,16.3
1859,6,36.5
1859,7,63.1
1859,8,90.3
1859,9,132.4
1859,10,76.9
1859,11,120.0
1859,12,115.9
1860,1,164.6
1860,2,52.1
1860,3,86.2
1860,4,56.4
1860,5,101.4
1860,6,154.4
1860,7,68.3
1860,8,152.2
1860,9,52.3
1860,10,76.7
1860,11,90.9
1860,12,88.4
1861,1,88.9
1861,2,90.3
1861,3,120.5
1861,4,36.0
1861,5,18.2
1861,6,99.4
1861,7,164.4
1861,8,165.0
1861,9,174.7
1861,10,99.2
1861,11,114.5
1861,12,78.5
1862,1,158.9
1862,2,41.5
1862,3,104.2
1862,4,100.0
1862,5,100.5
1862,6,91.4
1862,7,100.2
1862,8,76.7
1862,9,63.8
1862,10,152.4
1862,11,87.8
1862,12,126.7
1863,1,104.0
1863,2,47.3
1863,3,100.7
1863,4,55.5
1863,5,59.5
1863,6,83.9
1863,7,26.7
1863,8,124.9
1863,9,114.5
1863,10,172.7
1863,11,124.0
1863,12,94.7
1864,1,79.9
1864,2,51.2
1864,3,88.2
1864,4,45.8
1864,5,52.6
1864,6,80.0
1864,7,39.7
1864,8,54.8
1864,9,96.8
1864,10,97.4
1864,11,156.6
1864,12,81.8
1865,1,120.4
1865,2,92.1
1865,3,78.6
1865,4,36.2
1865,5,111.1
1865,6,26.0
1865,7,85.2
1865,8,126.5
1865,9,29.6
1865,10,144.7
1865,11,161.3
1865,12,127.2
1866,1,146.9
1866,2,84.6
1866,3,100.3
1866,4,68.4
1866,5,46.5
1866,6,89.2
1866,7,47.7
1866,8,112.0
1866,9,129.2
1866,10,69.2
1866,11,89.2
1866,12,118.4
1867,1,104.6
1867,2,89.6
1867,3,83.3
1867,4,97.1
1867,5,106.9
1867,6,33.8
1867,7,99.6
1867,8,85.8
1867,9,71.9
1867,10,144.9
1867,11,32.5
1867,12,62.7
1868,1,132.1
1868,2,80.2
1868,3,104.7
1868,4,69.1
1868,5,69.7
1868,6,35.0
1868,7,40.8
1868,8,130.1
1868,9,91.5
1868,10,92.1
1868,11,109.3
1868,12,192.8
1869,1,149.5
1869,2,101.3
1869,3,76.2
1869,4,73.3
1869,5,95.5
1869,6,28.1
1869,7,62.4
1869,8,42.6
1869,9,159.3
1869,10,41.8
1869,11,103.0
1869,12,142.2
1870,1,106.6
1870,2,79.0
1870,3,60.0
1870,4,41.0
1870,5,74.5
1870,6,31.6
1870,7,41.5
1870,8,60.4
1870,9,81.8
1870,10,207.1
1870,11,69.3
1870,12,76.1
1871,1,125.9
1871,2,93.7
1871,3,69.3
1871,4,106.2
1871,5,26.3
1871,6,81.6
1871,7,148.2
1871,8,74.8
1871,9,83.3
1871,10,111.0
1871,11,80.0
1871,12,76.1
1872,1,152.9
1872,2,117.6
1872,3,89.5
1872,4,69.3
1872,5,56.7
1872,6,110.5
1872,7,88.2
1872,8,115.7
1872,9,124.6
1872,10,140.0
1872,11,145.2
1872,12,194.7
1873,1,160.0
1873,2,43.9
1873,3,91.7
1873,4,38.8
1873,5,57.6
1873,6,50.0
1873,7,134.0
1873,8,151.7
1873,9,94.5
1873,10,112.7
1873,11,75.2
1873,12,35.4
1874,1,81.2
1874,2,80.6
1874,3,54.1
1874,4,62.0
1874,5,38.9
1874,6,43.0
1874,7,82.0
1874,8,120.5
1874,9,107.6
1874,10,137.9
1874,11,118.7
1874,12,122.4
1875,1,166.6
1875,2,53.1
1875,3,40.6
1875,4,35.4
1875,5,67.9
1875,6,94.8
1875,7,79.0
1875,8,81.6
1875,9,149.1
1875,10,173.1
1875,11,118.5
1875,12,66.1
1876,1,56.0
1876,2,134.4
1876,3,111.2
1876,4,81.4
1876,5,20.1
1876,6,51.8
1876,7,51.9
1876,8,103.3
1876,9,125.7
1876,10,134.8
1876,11,131.2
1876,12,205.0
1877,1,170.9
1877,2,74.2
1877,3,86.2
1877,4,118.2
1877,5,76.3
1877,6,83.4
1877,7,82.8
1877,8,141.5
1877,9,79.3
1877,10,136.3
1877,11,162.4
1877,12,118.4
1878,1,94.8
1878,2,62.4
1878,3,46.3
1878,4,75.4
1878,5,122.0
1878,6,133.9
1878,7,40.5
1878,8,114.8
1878,9,92.7
1878,10,107.7
1878,11,66.1
1878,12,67.4
1879,1,101.7
1879,2,120.4
1879,3,55.1
1879,4,70.5
1879,5,71.0
1879,6,155.0
1879,7,119.9
1879,8,122.6
1879,9,121.6
1879,10,47.4
1879,11,28.6
1879,12,56.5
1880,1,47.7
1880,2,107.4
1880,3,91.9
1880,4,100.7
1880,5,37.4
1880,6,88.5
1880,7,146.3
1880,8,52.0
1880,9,84.8
1880,10,85.8
1880,11,133.4
1880,12,99.2
1881,1,36.5
1881,2,118.1
1881,3,103.5
1881,4,45.2
1881,5,66.8
1881,6,128.1
1881,7,69.6
1881,8,130.3
1881,9,74.4
1881,10,103.8
1881,11,146.7
1881,12,125.4
1882,1,80.2
1882,2,94.5
1882,3,84.2
1882,4,117.6
1882,5,77.3
1882,6,97.3
1882,7,138.7
1882,8,90.8
1882,9,91.8
1882,10,115.7
1882,11,148.3
1882,12,116.2
1883,1,167.2
1883,2,174.4
1883,3,49.1
1883,4,66.7
1883,5,62.3
1883,6,59.8
1883,7,108.0
1883,8,109.7
1883,9,134.1
1883,10,99.4
1883,11,127.0
1883,12,57.0
1884,1,145.0
1884,2,156.7
1884,3,117.9
1884,4,45.2
1884,5,71.9
1884,6,26.3
1884,7,94.4
1884,8,49.6
1884,9,72.2
1884,10,73.1
1884,11,97.3
1884,12,116.6
1885,1,98.2
1885,2,127.0
1885,3,75.9
1885,4,90.2
1885,5,72.4
1885,6,30.3
1885,7,56.9
1885,8,84.0
1885,9,144.0
1885,10,115.2
1885,11,74.4
1885,12,46.7
1886,1,112.6
1886,2,82.6
1886,3,100.7
1886,4,62.8
1886,5,111.8
1886,6,44.0
1886,7,103.1
1886,8,75.6
1886,9,109.2
1886,10,150.9
1886,11,91.3
1886,12,146.1
1887,1,102.2
1887,2,47.4
1887,3,45.3
1887,4,49.8
1887,5,38.8
1887,6,14.9
1887,7,71.6
1887,8,84.4
1887,9,85.5
1887,10,69.9
1887,11,94.4
1887,12,84.8
1888,1,89.7
1888,2,25.7
1888,3,98.3
1888,4,55.9
1888,5,76.7
1888,6,121.9
1888,7,139.8
1888,8,88.4
1888,9,33.2
1888,10,65.0
1888,11,129.3
1888,12,142.0
1889,1,90.3
1889,2,81.1
1889,3,50.5
1889,4,74.6
1889,5,102.7
1889,6,28.0
1889,7,63.7
1889,8,160.4
1889,9,55.1
1889,10,135.2
1889,11,57.5
1889,12,109.1
1890,1,143.3
1890,2,45.7
1890,3,97.9
1890,4,45.9
1890,5,75.9
1890,6,88.2
1890,7,73.1
1890,8,84.7
1890,9,85.3
1890,10,65.0
1890,11,171.8
1890,12,70.3
1891,1,58.7
1891,2,10.1
1891,3,48.5
1891,4,61.4
1891,5,87.7
1891,6,74.2
1891,7,53.6
1891,8,161.3
1891,9,82.9
1891,10,141.8
1891,11,103.1
1891,12,158.8
1892,1,70.9
1892,2,81.0
1892,3,27.9
1892,4,32.6
1892,5,112.3
1892,6,70.7
1892,7,90.1
1892,8,164.6
1892,9,101.3
1892,10,89.7
1892,11,134.3
1892,12,74.8
1893,1,88.3
1893,2,102.2
1893,3,23.6
1893,4,29.8
1893,5,50.0
1893,6,53.2
1893,7,74.2
1893,8,113.7
1893,9,58.2
1893,10,81.4
1893,11,65.3
1893,12,116.7
1894,1,131.9
1894,2,94.9
1894,3,62.2
1894,4,107.6
1894,5,72.3
1894,6,62.8
1894,7,114.1
1894,8,88.7
1894,9,16.3
1894,10,123.3
1894,11,116.4
1894,12,97.2
1895,1,103.4
1895,2,29.8
1895,3,99.5
1895,4,57.7
1895,5,18.3
1895,6,59.2
1895,7,124.4
1895,8,139.0
1895,9,28.5
1895,10,104.3
1895,11,141.8
1895,12,155.0
1896,1,48.8
1896,2,56.5
1896,3,119.7
1896,4,35.5
1896,5,11.2
1896,6,70.7
1896,7,148.5
1896,8,59.9
1896,9,159.2
1896,10,101.0
1896,11,34.8
1896,12,165.6
1897,1,73.1
1897,2,72.5
1897,3,147.3
1897,4,112.0
1897,5,47.8
1897,6,119.6
1897,7,60.6
1897,8,149.4
1897,9,77.3
1897,10,90.1
1897,11,127.6
1897,12,139.9
1898,1,78.5
1898,2,79.1
1898,3,34.1
1898,4,109.8
1898,5,89.4
1898,6,77.7
1898,7,31.9
1898,8,132.8
1898,9,88.4
1898,10,123.5
1898,11,122.7
1898,12,95.1
1899,1,133.4
1899,2,100.1
1899,3,52.7
1899,4,98.6
1899,5,87.8
1899,6,60.3
1899,7,77.0
1899,8,67.9
1899,9,82.4
1899,10,57.9
1899,11,92.9
1899,12,184.8
1900,1,114.4
1900,2,108.9
1900,3,26.1
1900,4,67.5
1900,5,79.9
1900,6,118.2
1900,7,75.7
1900,8,135.3
1900,9,46.7
1900,10,133.9
1900,11,166.8
1900,12,144.3
1901,1,108.7
1901,2,42.9
1901,3,80.6
1901,4,81.1
1901,5,49.1
1901,6,75.6
1901,7,33.3
1901,8,98.6
1901,9,133.6
1901,10,107.6
1901,11,96.4
1901,12,118.5
1902,1,70.9
1902,2,83.5
1902,3,67.2
1902,4,73.1
1902,5,69.5
1902,6,74.0
1902,7,80.7
1902,8,76.2
1902,9,86.8
1902,10,69.9
1902,11,144.8
1902,12,96.4
1903,1,161.1
1903,2,97.8
1903,3,168.6
1903,4,49.1
1903,5,70.7
1903,6,68.1
1903,7,129.9
1903,8,150.5
1903,9,106.0
1903,10,156.0
1903,11,73.2
1903,12,104.2
1904,1,120.1
1904,2,133.1
1904,3,77.1
1904,4,60.5
1904,5,65.3
1904,6,54.8
1904,7,99.8
1904,8,114.2
1904,9,96.1
1904,10,64.9
1904,11,75.2
1904,12,83.1
1905,1,75.3
1905,2,54.1
1905,3,135.1
1905,4,77.9
1905,5,37.3
1905,6,55.5
1905,7,49.2
1905,8,157.4
1905,9,52.7
1905,10,47.7
1905,11,113.9
1905,12,75.8
1906,1,135.2
1906,2,84.4
1906,3,67.6
1906,4,52.4
1906,5,99.0
1906,6,49.0
1906,7,64.8
1906,8,87.1
1906,9,34.5
1906,10,131.7
1906,11,72.5
1906,12,90.0
1907,1,47.0
1907,2,63.6
1907,3,75.6
1907,4,75.9
1907,5,104.7
1907,6,111.4
1907,7,69.7
1907,8,95.8
1907,9,40.0
1907,10,140.7
1907,11,92.7
1907,12,130.3
1908,1,84.4
1908,2,67.2
1908,3,106.3
1908,4,67.0
1908,5,74.4
1908,6,51.0
1908,7,81.3
1908,8,97.7
1908,9,151.4
1908,10,60.5
1908,11,73.7
1908,12,116.4
1909,1,72.8
1909,2,53.1
1909,3,91.9
1909,4,128.0
1909,5,52.0
1909,6,53.6
1909,7,75.7
1909,8,40.4
1909,9,63.1
1909,10,158.4
1909,11,49.7
1909,12,120.8
1910,1,101.1
1910,2,145.4
1910,3,67.5
1910,4,67.6
1910,5,65.0
1910,6,108.8
1910,7,88.8
1910,8,155.0
1910,9,28.7
1910,10,69.9
1910,11,114.7
1910,12,115.7
1911,1,46.7
1911,2,81.8
1911,3,56.6
1911,4,67.2
1911,5,56.2
1911,6,55.1
1911,7,80.3
1911,8,65.2
1911,9,73.4
1911,10,110.6
1911,11,130.9
1911,12,195.3
1912,1,114.2
1912,2,105.3
1912,3,122.6
1912,4,34.5
1912,5,38.5
1912,6,144.5
1912,7,117.3
1912,8,133.5
1912,9,25.2
1912,10,84.2
1912,11,75.4
1912,12,128.7
1913,1,173.0
1913,2,53.2
1913,3,106.6
1913,4,104.9
1913,5,114.2
1913,6,71.8
1913,7,24.3
1913,8,37.1
1913,9,107.1
1913,10,124.3
1913,11,120.4
1913,12,80.7
1914,1,59.6
1914,2,149.9
1914,3,125.5
1914,4,45.8
1914,5,52.1
1914,6,31.5
1914,7,85.4
1914,8,125.8
1914,9,62.7
1914,10,56.3
1914,11,117.7
1914,12,211.0
1915,1,102.7
1915,2,140.3
1915,3,31.1
1915,4,55.7
1915,5,47.3
1915,6,48.9
1915,7,134.2
1915,8,83.2
1915,9,49.4
1915,10,118.4
1915,11,89.2
1915,12,170.3
1916,1,75.5
1916,2,122.5
1916,3,58.6
1916,4,94.8
1916,5,113.8
1916,6,66.3
1916,7,59.6
1916,8,84.5
1916,9,55.2
1916,10,206.2
1916,11,162.9
1916,12,93.6
1917,1,62.1
1917,2,48.4
1917,3,83.2
1917,4,48.5
1917,5,87.6
1917,6,60.3
1917,7,67.9
1917,8,195.7
1917,9,56.7
1917,10,139.6
1917,11,99.3
1917,12,71.2
1918,1,102.0
1918,2,124.1
1918,3,53.0
1918,4,38.9
1918,5,64.3
1918,6,45.5
1918,7,100.4
1918,8,76.3
1918,9,174.0
1918,10,120.7
1918,11,97.4
1918,12,145.2
1919,1,116.6
1919,2,64.3
1919,3,80.7
1919,4,48.8
1919,5,78.7
1919,6,66.3
1919,7,34.3
1919,8,82.0
1919,9,73.6
1919,10,38.0
1919,11,73.2
1919,12,160.9
1920,1,144.3
1920,2,66.9
1920,3,102.0
1920,4,102.6
1920,5,103.5
1920,6,53.7
1920,7,125.4
1920,8,70.3
1920,9,66.5
1920,10,130.4
1920,11,105.1
1920,12,104.1
1921,1,110.5
1921,2,47.2
1921,3,94.7
1921,4,26.1
1921,5,60.5
1921,6,8.4
1921,7,106.6
1921,8,112.5
1921,9,41.6
1921,10,86.3
1921,11,110.8
1921,12,91.8
1922,1,120.5
1922,2,108.7
1922,3,58.8
1922,4,82.1
1922,5,49.6
1922,6,46.9
1922,7,93.6
1922,8,111.6
1922,9,88.5
1922,10,39.1
1922,11,50.6
1922,12,111.0
1923,1,82.9
1923,2,174.1
1923,3,70.5
1923,4,97.2
1923,5,46.2
1923,6,29.1
1923,7,79.3
1923,8,156.8
1923,9,108.4
1923,10,123.1
1923,11,97.6
1923,12,98.9
1924,1,152.6
1924,2,48.3
1924,3,36.1
1924,4,86.5
1924,5,104.3
1924,6,98.3
1924,7,107.8
1924,8,118.7
1924,9,164.0
1924,10,100.4
1924,11,111.1
1924,12,165.7
1925,1,118.0
1925,2,123.0
1925,3,27.0
1925,4,106.5
1925,5,132.2
1925,6,15.6
1925,7,89.3
1925,8,72.8
1925,9,76.4
1925,10,105.5
1925,11,73.1
1925,12,85.7
1926,1,183.1
1926,2,90.9
1926,3,42.4
1926,4,63.3
1926,5,84.9
1926,6,76.3
1926,7,79.8
1926,8,88.3
1926,9,59.1
1926,10,92.0
1926,11,145.4
1926,12,31.1
1927,1,127.3
1927,2,72.7
1927,3,109.5
1927,4,48.6
1927,5,47.7
1927,6,93.3
1927,7,97.4
1927,8,138.8
1927,9,115.0
1927,10,87.5
1927,11,101.7
1927,12,105.1
1928,1,155.0
1928,2,101.2
1928,3,131.9
1928,4,68.1
1928,5,45.5
1928,6,144.8
1928,7,50.6
1928,8,138.9
1928,9,67.5
1928,10,172.5
1928,11,146.1
1928,12,115.0
1929,1,56.4
1929,2,135.2
1929,3,20.0
1929,4,34.2
1929,5,76.3
1929,6,57.5
1929,7,100.1
1929,8,117.3
1929,9,32.1
1929,10,125.9
1929,11,160.9
1929,12,219.1
1930,1,155.5
1930,2,28.8
1930,3,125.3
1930,4,53.1
1930,5,53.3
1930,6,59.4
1930,7,89.4
1930,8,158.7
1930,9,115.6
1930,10,160.5
1930,11,121.2
1930,12,117.1
1931,1,83.4
1931,2,82.9
1931,3,95.2
1931,4,78.3
1931,5,117.7
1931,6,116.8
1931,7,103.6
1931,8,86.2
1931,9,77.7
1931,10,55.6
1931,11,197.5
1931,12,77.1
1932,1,122.0
1932,2,7.3
1932,3,62.1
1932,4,86.3
1932,5,89.7
1932,6,40.8
1932,7,119.5
1932,8,62.2
1932,9,84.1
1932,10,111.4
1932,11,61.7
1932,12,167.0
1933,1,93.3
1933,2,87.8
1933,3,84.5
1933,4,44.7
1933,5,84.3
1933,6,66.2
1933,7,76.3
1933,8,52.1
1933,9,33.9
1933,10,87.9
1933,11,50.5
1933,12,59.6
1934,1,108.1
1934,2,8.3
1934,3,94.9
1934,4,80.6
1934,5,69.1
1934,6,51.3
1934,7,54.4
1934,8,125.9
1934,9,160.9
1934,10,118.3
1934,11,43.8
1934,12,188.4
1935,1,41.4
1935,2,103.1
1935,3,45.5
1935,4,84.1
1935,5,33.2
1935,6,133.9
1935,7,27.4
1935,8,71.5
1935,9,155.6
1935,10,114.4
1935,11,128.1
1935,12,86.5
1936,1,144.0
1936,2,83.2
1936,3,73.8
1936,4,49.0
1936,5,38.6
1936,6,89.2
1936,7,169.5
1936,8,44.5
1936,9,106.4
1936,10,73.3
1936,11,110.2
1936,12,127.3
1937,1,174.9
1937,2,137.3
1937,3,94.3
1937,4,82.4
1937,5,55.5
1937,6,47.6
1937,7,117.1
1937,8,70.8
1937,9,102.9
1937,10,68.6
1937,11,69.2
1937,12,77.2
1938,1,131.4
1938,2,58.7
1938,3,47.5
1938,4,5.3
1938,5,99.6
1938,6,102.2
1938,7,134.1
1938,8,89.4
1938,9,75.9
1938,10,176.0
1938,11,159.3
1938,12,124.0
1939,1,130.0
1939,2,96.9
1939,3,79.7
1939,4,48.2
1939,5,30.4
1939,6,59.8
1939,7,119.1
1939,8,50.4
1939,9,59.1
1939,10,86.0
1939,11,193.5
1939,12,84.0
1940,1,106.2
1940,2,127.5
1940,3,95.0
1940,4,97.9
1940,5,47.8
1940,6,35.5
1940,7,95.2
1940,8,18.2
1940,9,65.3
1940,10,177.0
1940,11,139.4
1940,12,114.6
1941,1,106.3
1941,2,107.6
1941,3,86.8
1941,4,45.4
1941,5,68.9
1941,6,25.2
1941,7,75.4
1941,8,93.6
1941,9,32.0
1941,10,92.3
1941,11,167.5
1941,12,62.4
1942,1,150.3
1942,2,39.2
1942,3,97.6
1942,4,62.5
1942,5,112.8
1942,6,13.1
1942,7,93.3
1942,8,124.7
1942,9,116.0
1942,10,66.1
1942,11,24.2
1942,12,140.1
1943,1,175.8
1943,2,55.2
1943,3,33.5
1943,4,54.9
1943,5,103.5
1943,6,80.3
1943,7,61.8
1943,8,119.4
1943,9,96.4
1943,10,125.7
1943,11,80.6
1943,12,72.3
1944,1,108.9
1944,2,36.9
1944,3,16.9
1944,4,68.4
1944,5,45.6
1944,6,58.2
1944,7,97.1
1944,8,77.5
1944,9,132.9
1944,10,139.1
1944,11,160.3
1944,12,120.9
1945,1,88.2
1945,2,102.8
1945,3,42.3
1945,4,43.0
1945,5,98.5
1945,6,108.8
1945,7,114.4
1945,8,59.1
1945,9,92.1
1945,10,105.4
1945,11,34.2
1945,12,137.4
1946,1,125.4
1946,2,88.0
1946,3,59.2
1946,4,34.1
1946,5,64.7
1946,6,99.3
1946,7,88.1
1946,8,150.8
1946,9,162.9
1946,10,68.7
1946,11,136.6
1946,12,136.3
1947,1,135.9
1947,2,71.9
1947,3,184.8
1947,4,104.9
1947,5,115.2
1947,6,122.9
1947,7,92.0
1947,8,27.8
1947,9,79.7
1947,10,71.7
1947,11,134.6
1947,12,106.0
1948,1,200.5
1948,2,67.6
1948,3,74.8
1948,4,65.5
1948,5,59.9
1948,6,91.0
1948,7,70.8
1948,8,98.2
1948,9,93.6
1948,10,106.8
1948,11,94.0
1948,12,199.0
1949,1,71.6
1949,2,71.5
1949,3,57.5
1949,4,75.9
1949,5,60.9
1949,6,30.8
1949,7,62.3
1949,8,104.1
1949,9,63.4
1949,10,157.2
1949,11,102.5
1949,12,115.2
1950,1,68.8
1950,2,138.7
1950,3,57.6
1950,4,89.0
1950,5,31.8
1950,6,61.2
1950,7,126.1
1950,8,152.1
1950,9,164.1
1950,10,88.3
1950,11,93.5
1950,12,99.2
1951,1,125.4
1951,2,98.6
1951,3,85.8
1951,4,49.7
1951,5,56.6
1951,6,53.6
1951,7,68.9
1951,8,134.6
1951,9,128.7
1951,10,53.3
1951,11,153.6
1951,12,162.3
1952,1,127.0
1952,2,24.9
1952,3,67.6
1952,4,64.3
1952,5,65.2
1952,6,63.5
1952,7,33.0
1952,8,100.0
1952,9,53.6
1952,10,145.7
1952,11,79.7
1952,12,104.7
1953,1,40.3
1953,2,47.5
1953,3,19.9
1953,4,72.9
1953,5,59.8
1953,6,43.6
1953,7,129.0
1953,8,96.0
1953,9,107.8
1953,10,88.0
1953,11,104.3
1953,12,87.8
1954,1,79.4
1954,2,117.0
1954,3,101.5
1954,4,28.7
1954,5,104.3
1954,6,65.9
1954,7,89.4
1954,8,79.1
1954,9,129.3
1954,10,173.9
1954,11,145.0
1954,12,128.0
1955,1,111.9
1955,2,100.7
1955,3,39.6
1955,4,71.5
1955,5,91.7
1955,6,129.2
1955,7,18.9
1955,8,47.1
1955,9,83.0
1955,10,58.9
1955,11,87.7
1955,12,138.8
1956,1,106.8
1956,2,35.2
1956,3,86.4
1956,4,29.2
1956,5,44.7
1956,6,78.1
1956,7,119.8
1956,8,141.2
1956,9,122.6
1956,10,73.9
1956,11,66.7
1956,12,161.5
1957,1,127.1
1957,2,92.4
1957,3,128.7
1957,4,33.1
1957,5,59.5
1957,6,47.1
1957,7,100.2
1957,8,87.9
1957,9,166.0
1957,10,110.1
1957,11,44.0
1957,12,112.7
1958,1,131.4
1958,2,121.0
1958,3,81.3
1958,4,34.5
1958,5,110.0
1958,6,127.9
1958,7,121.2
1958,8,141.8
1958,9,139.9
1958,10,71.9
1958,11,69.1
1958,12,130.9
1959,1,84.7
1959,2,30.3
1959,3,95.7
1959,4,83.5
1959,5,54.9
1959,6,62.9
1959,7,63.1
1959,8,32.2
1959,9,38.2
1959,10,146.0
1959,11,121.9
1959,12,201.8
1960,1,116.1
1960,2,95.6
1960,3,83.4
1960,4,74.5
1960,5,69.8
1960,6,71.5
1960,7,144.9
1960,8,119.4
1960,9,119.5
1960,10,140.2
1960,11,167.1
1960,12,126.1
1961,1,156.4
1961,2,93.5
1961,3,21.9
1961,4,135.6
1961,5,52.1
1961,6,48.1
1961,7,81.3
1961,8,71.7
1961,9,123.4
1961,10,118.3
1961,11,76.3
1961,12,89.5
1962,1,127.4
1962,2,47.0
1962,3,89.7
1962,4,64.5
1962,5,77.2
1962,6,46.1
1962,7,70.6
1962,8,112.1
1962,9,145.9
1962,10,52.7
1962,11,80.7
1962,12,102.9
1963,1,29.2
1963,2,67.0
1963,3,142.0
1963,4,77.4
1963,5,69.9
1963,6,70.3
1963,7,70.8
1963,8,103.8
1963,9,66.1
1963,10,129.9
1963,11,170.6
1963,12,52.3
1964,1,43.1
1964,2,64.5
1964,3,130.6
1964,4,72.7
1964,5,79.7
1964,6,82.1
1964,7,72.1
1964,8,110.8
1964,9,75.4
1964,10,109.3
1964,11,71.5
1964,12,142.5
1965,1,139.4
1965,2,9.8
1965,3,95.8
1965,4,81.1
1965,5,82.3
1965,6,104.3
1965,7,86.4
1965,8,93.8
1965,9,96.1
1965,10,68.7
1965,11,161.1
1965,12,159.7
1966,1,116.5
1966,2,173.8
1966,3,57.8
1966,4,143.2
1966,5,87.5
1966,6,104.0
1966,7,51.7
1966,8,80.6
1966,9,83.9
1966,10,146.4
1966,11,72.4
1966,12,121.4
1967,1,84.6
1967,2,109.3
1967,3,64.7
1967,4,37.3
1967,5,132.5
1967,6,29.8
1967,7,83.2
1967,8,97.8
1967,9,134.9
1967,10,171.3
1967,11,80.7
1967,12,74.9
1968,1,121.4
1968,2,38.7
1968,3,76.0
1968,4,73.8
1968,5,64.4
1968,6,66.1
1968,7,37.0
1968,8,77.1
1968,9,144.2
1968,10,129.5
1968,11,125.5
1968,12,150.3
1969,1,174.2
1969,2,59.4
1969,3,52.9
1969,4,65.9
1969,5,94.2
1969,6,68.7
1969,7,45.5
1969,8,54.4
1969,9,45.4
1969,10,51.9
